+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121        122        123        124        125        126        127        128        129        130        131        132        133        134        135        136        137        138        139        140        141        142        143        144        145        146        147        148        149        150        151
Lista tabu: [((138,3,5.831),1), ((145,88,3.606),1), ((53,1,11.314),2), ((128,89,5.657),2), ((32,128,4.123),2), ((53,128,5.831),1), ((100,97,2.236),3), ((97,95,4.0),3), ((1,93,18.385),3), ((93,97,5.0),2), ((18,85,6.083),4), ((85,6,4.123),4), ((119,105,7.616),4), ((85,119,6.325),3), ((63,11,6.325),5), ((109,12,11.402),5), ((91,33,4.472),5), ((11,91,7.071),4), ((106,27,5.0),6), ((22,41,7.071),6), ((27,41,7.071),5), ((119,105,7.616),7), ((105,100,0.0),7), ((94,60,3.0),7), ((94,105,2.828),6), ((119,105,7.616),8), ((105,100,0.0),8), ((1,93,18.385),8), ((93,105,4.472),7), ((93,38,2.828),9), ((38,99,1.414),9), ((98,96,3.0),9), ((38,96,6.403),8), ((18,85,6.083),10), ((85,6,4.123),10), ((119,105,7.616),10), ((105,100,0.0),10), ((6,105,6.403),9), ((42,23,4.243),11), ((23,134,1.0),11), ((75,74,4.472),11), ((23,75,3.162),10), ((97,95,4.0),12), ((95,7,3.162),12), ((118,14,3.606),12), ((14,95,4.472),11), ((146,42,4.243),13), ((134,76,3.162),13), ((134,146,7.0),12)]

ADD: [(41,54,6.708)]

DROP: [(1,54,4.472), (54,59,5.099), (41,1,11.18)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20217 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1153.475

Lista tabu: [((51,112,7.81),1), ((77,117,3.162),1), ((13,77,7.071),1), ((93,38,2.828),2), ((101,92,3.162),2), ((99,101,3.162),2), ((101,93,5.657),1), ((94,60,3.0),3), ((60,1,17.804),3), ((98,96,3.0),3), ((60,96,4.0),2), ((19,53,7.616),4), ((53,1,11.314),4), ((28,147,3.162),4), ((147,53,6.403),3), ((62,86,4.472),5), ((94,60,3.0),5), ((60,86,5.385),4), ((119,105,7.616),6), ((105,100,0.0),6), ((60,1,17.804),6), ((60,105,2.236),5), ((23,134,1.0),7), ((134,76,3.162),7), ((75,74,4.472),7), ((75,134,3.0),6), ((88,98,4.243),8), ((96,118,2.236),8), ((96,88,6.708),7), ((38,99,1.414),9), ((101,92,3.162),9), ((92,99,4.472),8), ((93,38,2.828),10), ((94,60,3.0),10), ((38,60,4.123),9), ((106,27,5.0),11), ((29,139,4.472),11), ((106,139,7.071),10), ((87,114,7.071),12), ((114,18,5.0),12), ((92,142,5.385),12), ((142,17,3.0),12), ((87,142,6.083),11), ((117,78,2.236),13), ((78,103,7.211),13), ((130,4,4.243),13), ((4,1,22.361),13), ((78,130,7.071),12)]

ADD: [(124,20,3.162)]

DROP: [(65,20,17.0), (108,124,6.083)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20266 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1153.052

Lista tabu: [((121,66,19.647),1), ((136,35,8.544),1), ((36,136,2.236),1), ((86,94,2.828),2), ((99,101,3.162),2), ((38,99,1.414),2), ((99,94,3.162),1), ((5,73,8.944),3), ((75,74,4.472),3), ((73,74,3.162),2), ((102,32,6.0),4), ((128,89,5.657),4), ((89,32,5.0),3), ((3,58,5.831),5), ((145,88,3.606),5), ((145,3,5.385),4), ((130,4,4.243),6), ((4,1,22.361),6), ((81,34,15.297),6), ((34,82,2.828),6), ((130,34,6.403),5), ((38,99,1.414),7), ((99,101,3.162),7), ((98,96,3.0),7), ((98,99,6.0),6), ((90,84,12.166),8), ((84,61,4.243),8), ((85,6,4.123),8), ((6,1,20.616),8), ((84,85,6.708),7), ((28,147,3.162),9), ((147,1,5.0),9), ((148,113,6.0),9), ((113,147,7.071),8), ((1,90,9.0),10), ((148,113,6.0),10), ((90,113,5.831),9), ((88,98,4.243),11), ((138,3,5.831),11), ((59,138,5.657),11), ((88,138,5.657),10), ((38,99,1.414),12), ((99,101,3.162),12), ((100,97,2.236),12), ((99,100,5.099),11), ((73,75,3.162),13), ((74,22,3.162),13), ((22,75,7.071),12)]

ADD: [(9,46,6.403)]

DROP: [(9,126,5.831), (46,1,29.155)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20305 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1152.233

Lista tabu: [((1,133,11.402),1), ((70,2,4.472),1), ((137,36,4.0),2), ((136,35,8.544),2), ((136,137,6.083),1), ((101,92,3.162),3), ((86,94,2.828),3), ((62,86,4.472),3), ((101,86,4.472),2), ((98,96,3.0),4), ((100,97,2.236),4), ((97,98,6.708),3), ((95,7,3.162),5), ((148,113,6.0),5), ((95,148,5.099),4), ((1,90,9.0),6), ((90,84,12.166),6), ((85,6,4.123),6), ((6,1,20.616),6), ((84,6,7.071),5), ((69,151,2.0),7), ((151,81,0.0),7), ((77,117,3.162),7), ((117,78,2.236),7), ((69,117,4.472),6), ((2,102,5.0),8), ((102,32,6.0),8), ((123,71,5.099),8), ((71,1,21.095),8), ((102,123,7.071),7), ((38,99,1.414),9), ((101,92,3.162),9), ((92,99,4.472),8), ((93,38,2.828),10), ((101,92,3.162),10), ((99,101,3.162),10), ((101,93,5.657),9), ((19,53,7.616),11), ((107,8,3.162),11), ((89,107,7.071),11), ((19,107,7.071),10), ((98,96,3.0),12), ((118,14,3.606),12), ((118,98,2.828),11), ((42,23,4.243),13), ((134,76,3.162),13), ((23,76,4.123),12)]

ADD: [(52,10,6.325)]

DROP: [(104,10,5.0), (121,66,19.647), (52,104,6.708)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20367 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1144.214

Lista tabu: [((81,34,15.297),1), ((82,80,6.325),1), ((98,96,3.0),2), ((118,14,3.606),2), ((14,96,5.099),1), ((17,62,4.472),3), ((86,94,2.828),3), ((17,86,6.325),2), ((41,54,6.708),4), ((54,1,4.472),4), ((113,1,5.0),4), ((54,113,6.083),3), ((10,121,2.828),5), ((121,104,7.81),5), ((34,82,2.828),5), ((82,80,6.325),5), ((10,82,6.0),4), ((97,95,4.0),6), ((98,96,3.0),6), ((96,97,4.243),5), ((119,105,7.616),7), ((100,97,2.236),7), ((96,118,2.236),7), ((96,105,5.385),6), ((21,31,7.071),8), ((123,71,5.099),8), ((71,31,5.0),7), ((150,111,7.616),9), ((5,73,8.944),9), ((73,111,6.403),8), ((130,4,4.243),10), ((4,1,22.361),10), ((78,103,7.211),10), ((4,78,2.828),9), ((1,133,11.402),11), ((133,70,1.414),11), ((112,28,7.071),11), ((112,133,6.403),10), ((53,1,11.314),12), ((128,89,5.657),12), ((32,128,4.123),12), ((128,53,5.831),11), ((84,61,4.243),13), ((61,119,1.0),13), ((85,6,4.123),13), ((61,85,6.708),12)]

ADD: [(72,104,6.403)]

DROP: [(104,66,16.401), (72,137,6.083)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20475 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1139.168

Lista tabu: [((38,99,1.414),1), ((99,101,3.162),1), ((98,96,3.0),1), ((93,38,2.828),2), ((99,101,3.162),2), ((93,99,3.162),1), ((94,60,3.0),3), ((60,1,17.804),3), ((98,96,3.0),3), ((60,96,4.0),2), ((15,120,3.606),4), ((120,45,2.236),4), ((92,142,5.385),4), ((92,120,6.325),3), ((1,69,21.378),5), ((69,151,2.0),5), ((78,103,7.211),5), ((103,51,2.828),5), ((69,78,5.0),4), ((150,111,7.616),6), ((22,41,7.071),6), ((74,22,3.162),6), ((111,22,6.083),5), ((90,84,12.166),7), ((95,7,3.162),7), ((90,95,8.0),6), ((135,131,6.708),8), ((131,55,2.236),8), ((150,111,7.616),8), ((111,131,9.22),7), ((50,144,4.123),9), ((37,48,7.211),9), ((48,144,8.544),8), ((1,93,18.385),10), ((93,38,2.828),10), ((100,97,2.236),10), ((97,95,4.0),10), ((38,97,7.28),9), ((1,29,6.325),11), ((28,147,3.162),11), ((147,29,9.22),10), ((143,15,6.0),12), ((43,16,9.22),12), ((1,43,25.495),12), ((15,43,9.22),11), ((109,12,11.402),13), ((71,1,21.095),13), ((109,71,8.485),12)]

ADD: [(40,26,9.434)]

DROP: [(40,56,11.402), (26,1,33.541)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20571 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1138.947

Lista tabu: [((7,148,2.0),1), ((148,113,6.0),1), ((14,1,11.18),1), ((62,86,4.472),2), ((94,60,3.0),2), ((94,62,6.0),1), ((150,111,7.616),3), ((73,75,3.162),3), ((75,111,9.434),2), ((98,96,3.0),4), ((118,14,3.606),4), ((14,96,5.099),3), ((91,33,4.472),5), ((132,129,6.325),5), ((33,129,8.246),4), ((70,2,4.472),6), ((2,102,5.0),6), ((51,112,7.81),6), ((2,112,8.062),5), ((43,16,9.22),7), ((44,143,7.28),7), ((43,44,9.055),6), ((109,12,11.402),8), ((127,64,1.0),8), ((127,109,7.211),7), ((130,4,4.243),9), ((4,1,22.361),9), ((80,122,7.81),9), ((122,30,2.0),9), ((4,30,9.487),8), ((69,151,2.0),10), ((151,81,0.0),10), ((117,78,2.236),10), ((117,151,5.657),9), ((1,90,9.0),11), ((148,113,6.0),11), ((90,113,5.831),10), ((92,142,5.385),12), ((62,86,4.472),12), ((62,92,5.831),11), ((117,78,2.236),13), ((78,103,7.211),13), ((34,82,2.828),13), ((82,80,6.325),13), ((78,80,6.403),12)]

ADD: [(104,67,9.487)]

DROP: [(104,72,6.403), (67,66,13.601)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20613 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1137.812

Lista tabu: [((61,119,1.0),1), ((100,97,2.236),1), ((149,63,3.162),2), ((63,11,6.325),2), ((124,20,3.162),2), ((20,108,3.606),2), ((63,108,8.602),1), ((115,19,8.246),3), ((19,53,7.616),3), ((90,84,12.166),3), ((84,61,4.243),3), ((19,61,6.708),2), ((84,61,4.243),4), ((61,119,1.0),4), ((6,1,20.616),4), ((6,61,4.472),3), ((1,29,6.325),5), ((28,147,3.162),5), ((29,147,9.22),4), ((15,120,3.606),6), ((120,45,2.236),6), ((92,142,5.385),6), ((92,120,6.325),5), ((1,116,19.026),7), ((116,146,6.708),7), ((3,58,5.831),7), ((58,116,5.657),6), ((133,70,1.414),8), ((70,2,4.472),8), ((28,147,3.162),8), ((147,70,9.434),7), ((139,110,7.28),9), ((27,150,3.606),9), ((139,150,7.616),8), ((76,57,4.123),10), ((5,73,8.944),10), ((73,76,5.385),9), ((119,105,7.616),11), ((97,95,4.0),11), ((95,105,6.083),10), ((132,129,6.325),12), ((129,21,2.828),12), ((121,104,7.81),12), ((104,67,9.487),12), ((21,104,7.071),11), ((96,118,2.236),13), ((118,14,3.606),13), ((94,60,3.0),13), ((60,1,17.804),13), ((14,60,9.055),12)]

ADD: [(121,52,8.0)]

DROP: [(52,10,6.325), (121,104,7.81)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20713 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 27 seg. Admitimos el penultimo optimo local 

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20727 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1144.586

Lista tabu: [((18,85,6.083),1), ((85,6,4.123),1), ((62,86,4.472),1), ((87,114,7.071),2), ((18,85,6.083),2), ((85,114,8.485),1), ((97,95,4.0),3), ((96,118,2.236),3), ((97,118,6.403),2), ((76,57,4.123),4), ((57,24,7.28),4), ((111,5,4.123),4), ((57,111,9.22),3), ((106,27,5.0),5), ((150,111,7.616),5), ((150,106,8.246),4), ((69,151,2.0),6), ((135,131,6.708),6), ((69,135,7.81),5), ((81,34,15.297),7), ((34,82,2.828),7), ((78,103,7.211),7), ((34,78,9.0),6), ((76,57,4.123),8), ((5,73,8.944),8), ((73,76,5.385),7), ((78,103,7.211),9), ((51,112,7.81),9), ((78,51,7.211),8), ((88,98,4.243),10), ((98,96,3.0),10), ((86,94,2.828),10), ((86,98,9.055),9), ((150,111,7.616),11), ((5,73,8.944),11), ((73,111,6.403),10), ((30,25,7.071),12), ((25,135,4.472),12), ((4,130,4.243),12), ((130,79,5.0),12), ((30,130,8.485),11), ((96,118,2.236),13), ((7,148,2.0),13), ((96,148,8.0),12)]

ADD: [(140,56,8.944)]

DROP: [(68,140,12.806), (40,56,11.402)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20805 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1139.306

Lista tabu: [((112,28,7.071),1), ((28,147,3.162),1), ((54,1,4.472),1), ((82,80,6.325),2), ((80,122,7.81),2), ((10,121,2.828),2), ((121,52,8.0),2), ((82,121,4.472),1), ((1,106,7.071),3), ((41,54,6.708),3), ((106,54,3.162),2), ((120,45,2.236),4), ((45,39,10.817),4), ((17,62,4.472),4), ((62,86,4.472),4), ((45,17,6.083),3), ((134,23,1.0),5), ((42,146,4.243),5), ((146,23,6.0),4), ((139,110,7.28),6), ((110,13,2.828),6), ((131,55,2.236),6), ((55,1,22.804),6), ((13,55,9.22),5), ((1,43,25.495),7), ((43,16,9.22),7), ((99,101,3.162),7), ((43,101,8.485),6), ((73,75,3.162),8), ((74,22,3.162),8), ((22,75,7.071),7), ((63,11,6.325),9), ((109,12,11.402),9), ((64,91,4.472),9), ((11,64,9.487),8), ((1,124,29.069),10), ((48,125,4.0),10), ((124,125,9.434),9), ((1,4,22.361),11), ((4,130,4.243),11), ((78,103,7.211),11), ((103,4,7.211),10), ((127,64,1.0),12), ((91,33,4.472),12), ((33,64,8.0),11), ((139,110,7.28),13), ((110,13,2.828),13), ((27,150,3.606),13), ((110,150,6.403),12)]

ADD: [(81,55,8.062)]

DROP: [(81,34,15.297), (55,1,22.804)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20905 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 28 seg. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20910 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1178.479

Lista tabu: [((70,2,4.472),9), ((2,102,5.0),9), ((51,112,7.81),9), ((51,2,6.325),8), ((86,94,2.828),10), ((94,60,3.0),10), ((119,105,7.616),10), ((105,100,0.0),10), ((94,119,9.055),9), ((38,99,1.414),11), ((99,101,3.162),11), ((97,95,4.0),11), ((99,95,9.22),10), ((58,145,3.606),12), ((88,98,4.243),12), ((98,145,7.81),11), ((93,38,2.828),13), ((94,60,3.0),13), ((93,94,4.472),12)]

ADD: [(113,54,6.083)]

DROP: [(41,54,6.708), (54,59,5.099), (113,1,5.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20911 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1177.891

Lista tabu: [((70,2,4.472),8), ((2,102,5.0),8), ((51,112,7.81),8), ((51,2,6.325),7), ((86,94,2.828),9), ((94,60,3.0),9), ((119,105,7.616),9), ((105,100,0.0),9), ((94,119,9.055),8), ((38,99,1.414),10), ((99,101,3.162),10), ((97,95,4.0),10), ((99,95,9.22),9), ((58,145,3.606),11), ((88,98,4.243),11), ((98,145,7.81),10), ((93,38,2.828),12), ((94,60,3.0),12), ((93,94,4.472),11), ((41,54,6.708),22), ((54,59,5.099),22), ((113,1,5.0),22), ((113,54,6.083),20)]

ADD: [(9,46,6.403)]

DROP: [(1,46,29.155), (126,9,5.831), (9,47,9.434)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20946 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1174.505

Lista tabu: [((84,61,4.243),1), ((61,119,1.0),1), ((85,6,4.123),1), ((90,84,12.166),2), ((84,61,4.243),2), ((53,19,7.616),2), ((19,115,8.246),2), ((84,115,5.385),1), ((69,151,2.0),3), ((151,81,0.0),3), ((117,78,2.236),3), ((78,151,6.708),2), ((119,105,7.616),4), ((105,100,0.0),4), ((38,99,1.414),4), ((99,105,5.099),3), ((40,56,11.402),5), ((56,26,3.606),5), ((135,131,6.708),5), ((56,131,6.403),4), ((53,19,7.616),6), ((19,115,8.246),6), ((90,84,12.166),6), ((84,61,4.243),6), ((19,61,6.708),5), ((96,118,2.236),7), ((14,1,11.18),7), ((138,14,3.606),7), ((14,96,5.099),6), ((1,93,18.385),8), ((93,38,2.828),8), ((97,95,4.0),8), ((93,95,6.403),7), ((117,78,2.236),9), ((78,103,7.211),9), ((130,4,4.243),9), ((4,1,22.361),9), ((78,130,7.071),8), ((1,69,21.378),10), ((80,122,7.81),10), ((69,122,6.708),9), ((117,78,2.236),11), ((78,103,7.211),11), ((34,82,2.828),11), ((82,80,6.325),11), ((78,80,6.403),10), ((68,140,12.806),12), ((140,40,3.162),12), ((5,73,8.944),12), ((5,140,6.403),11), ((17,62,4.472),13), ((62,86,4.472),13), ((87,114,7.071),13), ((114,18,5.0),13), ((17,114,7.071),12)]

ADD: [(31,123,3.606)]

DROP: [(31,71,5.0), (123,1,23.087)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20972 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1169.513

Lista tabu: [((29,139,4.472),1), ((1,106,7.071),1), ((1,93,18.385),2), ((94,60,3.0),2), ((93,60,2.236),1), ((1,69,21.378),3), ((80,122,7.81),3), ((69,122,6.708),2), ((100,97,2.236),4), ((97,95,4.0),4), ((94,60,3.0),4), ((94,97,5.0),3), ((150,111,7.616),5), ((5,73,8.944),5), ((73,111,6.403),4), ((119,105,7.616),6), ((100,97,2.236),6), ((95,7,3.162),6), ((7,100,6.403),5), ((1,90,9.0),7), ((113,54,6.083),7), ((1,113,5.0),6), ((84,61,4.243),8), ((61,119,1.0),8), ((85,6,4.123),8), ((61,85,6.708),7), ((38,99,1.414),9), ((86,94,2.828),9), ((38,86,4.472),8), ((148,113,6.0),10), ((113,54,6.083),10), ((14,1,11.18),10), ((14,113,7.071),9), ((17,62,4.472),11), ((86,94,2.828),11), ((17,86,6.325),10), ((97,95,4.0),12), ((148,113,6.0),12), ((148,97,5.831),11), ((104,10,5.0),13), ((121,66,19.647),13), ((35,79,5.0),13), ((121,79,7.211),12)]

ADD: [(54,106,3.162)]

DROP: [(113,54,6.083), (54,1,4.472), (1,106,7.071)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20991 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1168.105

Lista tabu: [((113,54,6.083),4), ((54,1,4.472),4), ((1,106,7.071),4), ((54,106,3.162),2), ((38,99,1.414),1), ((86,94,2.828),1), ((88,98,4.243),2), ((118,138,5.099),2), ((138,98,7.071),1), ((115,83,5.831),3), ((83,49,5.385),3), ((65,124,20.025),3), ((124,20,3.162),3), ((49,124,5.831),2), ((38,99,1.414),4), ((101,92,3.162),4), ((92,99,4.472),3), ((101,92,3.162),5), ((86,94,2.828),5), ((62,86,4.472),5), ((101,86,4.472),4), ((81,34,15.297),6), ((34,82,2.828),6), ((52,104,6.708),6), ((104,10,5.0),6), ((34,52,7.211),5), ((134,76,3.162),7), ((76,57,4.123),7), ((73,75,3.162),7), ((73,76,5.385),6), ((105,100,0.0),8), ((100,97,2.236),8), ((93,38,2.828),8), ((38,100,6.0),7), ((146,42,4.243),9), ((42,23,4.243),9), ((75,74,4.472),9), ((75,42,7.211),8), ((62,86,4.472),10), ((94,60,3.0),10), ((94,62,6.0),9), ((98,96,3.0),11), ((118,138,5.099),11), ((118,98,2.828),10), ((150,111,7.616),12), ((22,41,7.071),12), ((74,22,3.162),12), ((111,22,6.083),11), ((100,97,2.236),13), ((98,96,3.0),13), ((96,100,5.385),12)]

ADD: [(89,107,7.071)]

DROP: [(49,107,9.434), (8,89,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 21033 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1168.058

Lista tabu: [((105,100,0.0),1), ((100,97,2.236),1), ((93,38,2.828),1), ((80,122,7.81),2), ((122,30,2.0),2), ((79,130,5.0),2), ((130,4,4.243),2), ((80,130,1.0),1), ((89,107,7.071),3), ((8,49,7.28),3), ((89,8,6.325),2), ((119,105,7.616),4), ((105,100,0.0),4), ((86,94,2.828),4), ((86,105,5.657),3), ((42,23,4.243),5), ((134,76,3.162),5), ((23,76,4.123),4), ((131,55,2.236),6), ((55,1,22.804),6), ((29,139,4.472),6), ((139,110,7.28),6), ((55,110,6.403),5), ((97,95,4.0),7), ((98,96,3.0),7), ((96,97,4.243),6), ((49,83,5.385),8), ((83,115,5.831),8), ((65,124,20.025),8), ((124,20,3.162),8), ((49,124,5.831),7), ((84,61,4.243),9), ((46,126,1.0),9), ((84,126,7.071),8), ((102,32,6.0),10), ((128,89,5.657),10), ((89,32,5.0),9), ((92,142,5.385),11), ((142,17,3.0),11), ((141,87,12.042),11), ((87,114,7.071),11), ((17,87,6.325),10), ((93,38,2.828),12), ((86,94,2.828),12), ((93,86,6.0),11), ((40,56,11.402),13), ((56,26,3.606),13), ((135,131,6.708),13), ((56,131,6.403),12)]

ADD: [(54,59,5.099)]

DROP: [(54,106,3.162), (59,1,9.055)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 21046 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1164.132

Lista tabu: [((54,106,3.162),10), ((59,1,9.055),10), ((54,59,5.099),8), ((17,62,4.472),2), ((86,94,2.828),2), ((17,86,6.325),1), ((22,74,3.162),3), ((75,73,3.162),3), ((22,75,7.071),2), ((94,60,3.0),4), ((60,1,17.804),4), ((98,96,3.0),4), ((96,118,2.236),4), ((94,96,7.0),3), ((101,92,3.162),5), ((86,94,2.828),5), ((62,86,4.472),5), ((101,86,4.472),4), ((88,98,4.243),6), ((118,138,5.099),6), ((138,98,7.071),5), ((93,38,2.828),7), ((38,99,1.414),7), ((98,96,3.0),7), ((38,96,6.403),6), ((95,7,3.162),8), ((148,113,6.0),8), ((90,84,12.166),8), ((90,7,5.099),7), ((29,139,4.472),9), ((139,110,7.28),9), ((27,106,5.0),9), ((27,139,5.0),8), ((119,105,7.616),10), ((105,100,0.0),10), ((94,60,3.0),10), ((94,105,2.828),9), ((1,116,19.026),11), ((116,146,6.708),11), ((3,58,5.831),11), ((3,116,1.414),10), ((117,78,2.236),12), ((78,103,7.211),12), ((81,34,15.297),12), ((34,82,2.828),12), ((78,81,6.708),11), ((68,140,12.806),13), ((40,56,11.402),13), ((57,24,7.28),13), ((140,57,6.708),12)]

ADD: [(3,138,5.831)]

DROP: [(1,3,18.0), (138,14,3.606), (118,138,5.099)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 21171 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1162.178

Lista tabu: [((121,66,19.647),1), ((36,136,2.236),1), ((139,110,7.28),2), ((110,13,2.828),2), ((131,55,2.236),2), ((55,1,22.804),2), ((13,55,9.22),1), ((99,101,3.162),3), ((101,92,3.162),3), ((98,96,3.0),3), ((96,101,9.22),2), ((119,105,7.616),4), ((100,97,2.236),4), ((100,119,7.616),3), ((65,124,20.025),5), ((20,108,3.606),5), ((125,48,4.0),5), ((124,125,9.434),4), ((1,133,11.402),6), ((133,70,1.414),6), ((28,147,3.162),6), ((147,133,9.22),5), ((101,92,3.162),7), ((143,15,6.0),7), ((15,101,8.544),6), ((63,11,6.325),8), ((12,127,7.616),8), ((127,11,8.544),7), ((105,100,0.0),9), ((100,97,2.236),9), ((99,101,3.162),9), ((101,100,8.246),8), ((105,100,0.0),10), ((100,97,2.236),10), ((101,92,3.162),10), ((92,100,8.602),9), ((84,61,4.243),11), ((119,105,7.616),11), ((61,105,8.544),10), ((12,127,7.616),12), ((91,33,4.472),12), ((33,127,8.062),11), ((61,119,1.0),13), ((100,97,2.236),13), ((100,61,8.544),12)]

ADD: [(121,52,8.0)]

DROP: [(52,104,6.708), (121,66,19.647)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 21185 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1156.813

